Name	Exp_1	Exp_2	Exp_3	Exp_4	Exp_5	Exp_6	Exp_7	Exp_8	Exp_9	Exp_10	Exp_11	Exp_12	Exp_13	Exp_14	Exp_15	Exp_16	Exp_17	Exp_18	Exp_19	Exp_20	Exp_21	Exp_22	Exp_23	Exp_24	Exp_25	Exp_26	Exp_27	Exp_28	Exp_29	Exp_30	Exp_31	Exp_32	Exp_33	Exp_34	Exp_35	Exp_36	Exp_37	Exp_38	Exp_39	Exp_40	Exp_41	Exp_42	Exp_43	Exp_44	Exp_45	Exp_46	Exp_47	Exp_48	Exp_49	Exp_50	Exp_51	Exp_52	Exp_53	Exp_54
HEXDC	1.51525	1.2925	0.36675	1.355	-0.0315	1.24225	-0.55175	0.39275	0.57925	-0.2405	1.22625	1.30275	1.26425	-0.3945	1.36125	0.07875	0.102	0.6385	1.1035	0.85825	1.3625	0.339	1.31225	1.2555	1.19425	0.38575	0.07575	0.44275	0.05	0.0705	0.97975	0.6225	1.3025	0.89525	-0.29375	-0.66375	-0.7265	0.71775	1.1585	0.77975	1.20225	1.54975	0.9835	0.554	0.58625	0.65375	0.65525	0.54	-0.3405	-0.39325	0.452	0.2355	0.257	0.8555
HEXIM1	0.63975	0.477917	1.12975	1.37967	3.09933	0.39975	0.711167	1.61842	1.22683	0.997833	1.5995	1.14492	-0.29675	-0.168083	0.257833	0.96625	0.200417	0.847583	0.0773333	0.35825	0.42525	1.65442	0.82625	1.27525	1.05858	0.41875	0.841417	0.56225	0.12225	0.7895	1.31958	0.963167	0.449917	0.209083	0.666	0.4925	1.23542	0.532333	1.69025	0.456333	0.607083	0.1995	1.41042	1.11883	1.17908	2.06508	1.03133	0.735833	0.79225	1.54692	0.657833	0.282	1.24792	1.97483
HEY1	-1.92617	-0.398667	0.763333	0.140167	2.22767	-2.90067	-3.30483	-1.6495	-1.0625	-4.89133	-2.67067	-0.988667	-2.02183	-2.79133	-0.9205	-1.58933	-4.175	-3.123	-4.63967	-1.23117	-1.87383	-0.7765	-0.741167	-2.54233	-0.261	-3.2415	-0.898833	0.128833	-3.8865	0.977	1.04867	-3.502	-3.64117	-1.966	-1.39217	-1.085	-1.50633	-2.92117	-1.59067	-3.17383	-2.32183	-3.097	-3.18533	-2.00033	-2.632	-1.28367	-0.921333	-3.138	-2.1785	-2.67467	-2.11867	-2.73883	-3.97733	-1.91383
HEY2	-0.3697	2.2171	-0.08725	0.8187	1.1308	-1.7357	0.122	-1.02911	0.8277	-0.7907	0.8121	1.2674	2.0875	-1.739	2.4019	3.8274	0.9999	-0.7611	-2.377	2.7419	3.6494	2.1376	0.9834	0.0449	2.4556	2.5293	-0.5054	4.0569	-0.217889	1.4091	0.2979	3.3869	1.9989	-1.2114	0.2881	0.0962	1.7603	3.3296	1.5032	-0.251	2.3193	1.6107	1.6937	0.0334	1.3288	1.7889	1.5735	0.5739	2.3041	0.0151111	0.3787	-0.5162	-1.0062	0.3604
HFE2	0.214	-0.793	0.6445	0.276	-0.864	-0.528	-0.146	-0.87	-1.897	-0.462	-0.745	-0.283	-0.897	-0.144	-0.6725	-0.121	0.533	-0.7275	-0.1375	-0.1445	-0.924	-0.1395	-0.0925	-0.204	-0.7195	0.1175	0.047	0.028	0.117	-0.1825	0.223	0.3465	0.598	-0.536	-0.944	-0.2275	-0.235	-0.573	0.037	-0.051	-0.6065	-0.327	-0.5635	-0.329	-0.0725	-0.428	-0.073	-0.299	-2.1145	1.257	-0.3055	-1.2735	-0.3495	0.8095
HFM1	0.31375	-0.347333	-0.633667	-1.26133	-1.25567	-1.98067	-0.34925	-0.316	-1.843	-1.692	-0.606333	-1.39	-0.1735	-0.3625	-0.662667	-0.62175	-0.175	-0.57425	-1.22725	-1.997	-1.23825	-0.959	-1.274	-1.14933	-0.848	-0.95575	0.41275	-0.759333	-0.60725	-0.6765	-1.53	-1.09975	-1.26275	-0.906	-0.1625	-1.69225	-1.512	-0.726	-1.5025	-0.97725	-1.13575	-1.12675	-1.16367	-0.8765	-0.62875	-0.924	-0.74875	-1.704	-1.029	-0.825	-2.04	0.157	0.601	0.5985
HGD	-3.50675	1.68875	-1.176	1.461	0.44525	0.708	-1.63275	1.50925	-0.21925	1.40825	2.888	0.62975	1.642	2.8705	2.45975	0.3575	-3.419	0.8575	2.9335	3.446	2.495	1.96625	1.875	1.3985	-0.7855	2.96825	-2.15875	3.48675	2.68525	-1.9485	2.77875	1.6685	-0.56025	2.86125	3.77875	-1.48325	2.03325	0.429	0.87925	1.9215	2.4875	-2.7195	2.923	2.001	-0.1955	-0.68625	1.377	0.4065	2.26325	1.995	-4.20425	3.3925	2.80575	2.4875
HGF	-1.2295	-2.29583	-1.20183	-2.0645	-3.34167	-2.39067	-3.34233	-2.88267	-3.03133	-2.2744	-2.3575	-2.5125	-1.7394	-2.12417	-1.495	-1.51183	-2.34	-1.7825	-2.61867	-3.54867	-1.828	-2.88017	-2.5804	-2.6022	-1.93467	-2.1945	-1.71917	-1.25383	-0.948167	-2.75933	-2.776	-2.8645	-2.81917	1.35833	-1.3255	-2.23867	-1.913	-2.16267	-1.40783	-1.78733	-2.5165	-2.236	-1.65067	-2.05467	-2.5645	-2.5525	-2.031	-1.90833	-2.9712	-1.719	-3.56267	-1.87767	-1.83017	-1.45283
HGS	0.6595	0.559417	1.10233	0.348417	0.110583	0.426083	0.261667	0.57575	0.511417	0.14475	0.797667	-0.284833	0.559167	0.63	0.83075	0.645083	-0.0786667	0.121167	0.276083	0.409417	0.606167	0.34075	0.346167	0.403	0.378417	-0.378	-0.37225	0.09475	0.4585	0.408833	0.448917	0.51775	0.349667	0.29075	0.986917	1.16675	0.668	-0.230333	0.249833	1.42658	0.169333	1.20792	0.733417	0.8475	1.3355	0.854917	0.728333	0.2245	0.53725	-0.130083	0.861667	1.07683	0.529	0.662833
HHAT	1.705	1.932	2.2985	1.59175	0.7585	1.49775	-0.69025	1.0615	-1.5805	0.2675	0.56725	1.9315	1.79725	-3.00725	2.47825	0.18675	2.33575	1.70075	0.83125	1.41825	1.984	3.6755	2.17925	1.453	2.143	2.64025	1.92325	2.78075	2.3845	1.72475	1.87375	1.66525	0.76775	-1.78433	2.20275	0.1835	1.6165	1.63125	-0.2885	2.1645	1.4095	-0.97625	1.664	1.9255	1.408	2.81725	1.95575	1.12775	1.7835	2.069	0.726	0.644	-1.04625	-0.56
HHEX	-3.175	-4.1375	-5.584	-3.9865	-6.061	-5.4705	-3.962	-3.5095	-3.1445	-5.029	-5.3385	-4.0165	-3.142	-2.9425	-3.603	-3.4455	-2.0375	-4.0625	-4.601	-5.7805	-3.27	-2.521	-4.1605	-4.479	-3.7265	-3.9265	-2.4485	-4.151	-3.981	-2.9535	-5.9125	-3.6045	-3.4195	-3.9235	-4.2595	-5.3355	-3.293	-4.58	-4.384	-4.856	-4.4395	-4.452	-3.8835	-3.6175	-4.3895	-6.047	-4.6755	-4.1285	-4.0105	-5.741	-5.3665	-4.101	-4.2325	-3.381
HHIP	-2.31075	0.7185	0.10875	-0.37825	-1.0485	-3.02425	-2.27925	-3.36233	-2.5245	-1.728	-0.24425	-1.0275	-0.3225	-1.61375	0.158	-3.0085	-2.51775	-1.09475	-4.6405	-2.53825	1.0365	-1.582	-1.959	-1.328	-0.042	0.0655	0.4075	1.26475	-0.649	-2.73675	-2.21325	-0.62175	-2.7635	-2.9685	-1.37675	-2.01125	-1.26075	0.67325	0.3525	-1.37625	-0.87925	-0.923	1.0635	-2.38975	-1.4715	1.0555	-0.16875	-1.77025	-4.15375	-1.193	-1.0085	-0.763	-2.169	0.45625
HHLA2	0.798667	1.0225	-0.92	-0.321	3.1535	0.99375	0.07525	-0.996	5.056	1.78075	0.489333	0.89	0.12625	1.582	0.382	0.6055	0.3485	0.4665	1.06825	0.821	0.408667	-0.0245	0.376	1.67775	0.072	1.16333	0.452	0.369	0.738667	0.4035	0.4505	0.694	-0.0913333	0.019	0.806	0.439	-0.025	-0.28475	-0.310333	0.85925	0.925	0.36675	0.155667	0.710333	0.2435	-0.01125	0.54425	-0.08425	0.078	-0.3285	0.207	0.4525	0.29875	0.558667
HIC1	0.0435	0.8405	1.406	0.817833	-0.0828333	-0.0795	-0.515333	0.8528	-0.1325	0.561333	1.123	0.0436	1.0755	0.493	1.1736	0.7555	-0.943333	-0.957667	0.475	0.0503333	1.72917	1.74867	-0.353	0.0483333	1.2995	0.180833	-0.362167	0.518167	1.018	-0.0636667	-0.166833	0.2195	0.4535	0.568667	0.268667	0.354167	1.4175	0.761	1.292	0.658667	0.603333	0.151667	0.818333	0.613833	0.687667	0.6525	0.606667	0.442833	0.0538333	-0.5066	0.0596667	0.992167	0.0286667	0.809833
HIF1A	-1.317	-0.746833	-1.30517	0.220167	-0.902833	-1.345	-1.57217	-0.632833	-1.14633	-0.832833	-1.40883	0.081	-0.514167	-0.55	-0.813667	-0.709833	-0.873833	-1.1225	-1.221	-0.0588333	-1.0755	-0.540833	-0.386667	-0.452333	-0.666667	0.930333	-0.414667	0.622833	0.187	-1.4835	0.495167	-0.159667	-1.08767	-0.6435	-0.008	-1.932	-0.0771667	0.1745	-0.418167	-0.144833	-0.0726667	-0.9465	0.084	0.191833	-0.919833	-0.4455	0.063	-0.314167	-0.100167	0.774167	-1.50967	-0.371667	0.836667	-0.769667
HIF1AN	1.1715	0.3995	0.15375	0.81875	0.82375	0.714	0.45725	0.6145	0.161	0.68725	-0.003	0.2315	0.4955	0.80925	0.8295	-0.06825	0.8355	0.72	0.50725	0.8835	0.6875	1.226	0.88475	0.8345	0.93575	0.647	0.37825	1.021	-0.236	0.382	1.2395	0.45775	0.92375	0.8575	0.22525	0.1605	1.52025	0.147	0.8875	0.5845	0.3755	0.376	0.36275	0.6345	1.071	0.05675	0.51	0.7505	0.84825	1.05675	1.2345	0.107	1.23725	0.718
HIF3A	1.4286	-0.0967	0.8705	-0.2929	-0.068	-0.1178	1.2097	0.36375	1.5543	-0.3745	-0.2266	-0.195	0.3414	-0.1017	-0.607778	0.402778	1.6379	1.2856	-0.1109	1.2544	-0.0924444	-0.4124	0.0496	-0.103625	-0.4101	-1.1719	-0.0697	0.102222	-0.378556	1.009	0.1638	0.2778	1.1692	0.1971	0.6462	1.4515	0.493	-0.2741	-0.0833	0.3225	0.1336	1.1798	-0.0697	0.1024	1.105	-0.0414	0.011	0.0485	1.4219	0.359	2.7187	-0.1825	0.1131	0.0973
HIG2	-0.39	-0.585	-0.473	0.87975	2.315	1.09	0.93325	-0.1555	0.60925	1.54275	-0.157	-1.3975	-0.29025	-1.71825	-0.69825	0.723	-0.4295	-0.233	-1.369	0.462	-0.1855	-0.467	-1.4295	0.4895	-1.22	0.596	0.1755	0.05	0.702	0.40675	2.42825	1.51375	-1.52425	2.01125	-0.04625	-0.90175	-0.14475	1.53575	-0.57975	-0.025	-0.60475	-0.66225	-1.20375	0.3675	-0.471	0.1615	0.316	-0.8035	-2.2425	1.666	-0.077	2.0895	-0.834	-0.54675
HIGD1A	-0.89775	-1.47612	-3.455	-0.48	0.4345	-0.4345	-0.024	0.920125	0.327625	-0.3425	-1.78462	-0.084375	-1.43475	-0.705125	-1.32612	-1.05838	-0.434625	-0.19475	-0.38575	-0.43775	-1.60975	-0.68625	-1.11712	0.216	-0.81525	-0.231375	0.011375	-0.77575	-0.5225	0.125875	0.165	-0.364625	0.651375	0.352375	-1.79763	-0.856875	-0.311	-0.102125	0.578875	-1.64338	-0.2675	-0.531125	-0.82975	-0.281875	-1.32612	-1.44263	-0.915625	0.358	1.02788	0.357625	-0.336	-0.745875	0.0645	-0.990875
HIGD1B	1.117	2.34525	0.211667	1.8045	1.2555	-0.00725	0.30575	3.0965	1.28475	0.6995	2.136	0.56875	0.22875	1.3615	1.24775	0.9265	1.22075	1.50475	1.7065	2.507	3.44375	2.51775	1.33	2.169	2.5095	1.85975	1.46275	2.9995	1.0405	1.58025	0.539	1.59325	2.04125	2.20625	-0.13475	0.25325	4.36925	2.32575	1.58425	2.21525	2.097	1.9095	2.06625	2.688	1.9905	0.88225	3.39025	2.2905	3.44475	3.00575	3.836	1.4835	0.835	1.49725
HINT3	-2.35875	-1.01175	-1.43467	0.54075	-0.01075	-0.03825	-0.2435	0.35425	-0.85975	0.4005	-1.766	0.33675	-1.10025	-0.0645	-1.09925	-0.33175	0.05625	-0.3655	-0.35325	-0.323	-1.10375	-0.776	-0.16525	0.54125	-0.66175	0.895	0.3565	0.625	-0.5095	1.2855	0.40725	0.34475	0.73675	-1.20875	-1.9235	-0.44625	-0.1175	0.69	0.52575	-2.51975	-0.504	1.04275	-0.5055	-0.08425	-1.0325	-1.001	-0.08075	0.851	1.20925	1.22975	-0.8645	-0.573	0.34125	-0.21175
HIP1	0.7647	0.8158	-0.4675	0.9213	-0.6486	0.3744	1.0533	-0.1648	0.3782	0.2037	0.3343	-0.0209	0.3157	-0.8003	0.082	0.5315	0.3917	0.2058	0.6683	0.5762	0.7593	0.5824	0.2806	0.4451	1.0571	0.7143	0.5755	1.2856	1.3277	0.1795	0.3043	0.89	1.5305	0.0055	1.2677	1.2893	0.3488	0.8614	-0.2265	0.7667	1.3747	1.1219	1.2443	1.076	0.933	0.67	1.2219	0.1098	-0.2408	0.7402	1.7798	-0.7483	-0.2274	0.5842
HIP1R	1.00767	1.27583	1.96717	1.51917	1.008	1.666	0.104	0.5995	0.710667	1.37117	2.17833	1.02617	0.865	-0.898333	0.836167	0.0898333	0.2305	1.203	1.35383	1.29883	1.8455	1.5965	1.13133	1.055	1.17717	1.47333	1.24283	0.8845	1.28183	0.351667	1.0345	0.402333	1.00283	1.7205	1.04067	2.3895	2.06583	1.07533	0.5795	1.976	1.44133	0.767333	1.596	1.16317	0.191667	1.30433	1.55883	0.570167	1.867	1.05733	2.06417	0.422	1.36267	1.829
HIPK2	1.91525	1.957	3.07717	1.5165	0.371417	0.472583	1.51933	0.83025	2.263	0.354083	2.00925	0.893833	1.45192	1.91508	2.28567	2.67217	0.529833	1.12633	1.38567	1.96683	2.01542	2.5865	2.061	0.992333	3.26733	0.378833	0.932833	2.088	1.96242	-0.0815833	1.47025	2.89433	2.53525	0.454583	3.87833	3.14825	3.29883	1.63408	0.945167	3.38758	1.80883	-0.35225	2.83867	3.015	2.22433	3.65517	2.82375	-0.326083	2.79275	0.683417	1.93983	1.15858	1.428	1.01175
HIRA	-0.37975	-0.492	-1.28675	-0.12425	-0.78425	-0.38225	0.335	-0.2855	0.8815	0.248	-0.44475	0.728	-0.56475	-0.611	-0.79075	-0.594	0.751	-0.06325	0.817	0.04325	-0.00125	-0.81975	-0.4385	-0.5785	-0.17325	0.0195	0.282	-0.13025	-2.3445	-1.26125	-1.249	-1.308	-0.078	-0.48925	-1.85125	-0.86125	-1.77125	-0.619	-1.95625	-3.27725	-0.1145	-0.321	-1.62825	-1.0245	-1.04225	-1.106	-1.72725	-1.31075	-0.6605	-1.43675	0.51525	-1.69	-0.2725	-1.75425
HISPPD2A	0.341667	0.143667	0.0388333	1.11267	0.937667	1.54667	-0.287833	-0.0586667	-0.848167	0.087	0.0911667	-0.0536667	0.0133333	-0.756333	0.132667	0.164667	-0.221667	0.112167	0.982167	0.142833	0.222833	0.155	0.529	0.525667	0.336333	0.8465	0.829	0.456	-0.0241667	-0.1625	0.870167	0.701	1.66917	1.08583	-0.300667	0.0138333	-0.310333	0.180167	0.808	-0.00216667	1.0215	-0.079	1.04717	0.711167	-0.666333	1.01317	0.222	0.937333	-0.354833	0.5585	1.067	0.172167	0.0828333	0.618167
HIST1H1A	-0.6275	-0.432	0.94025	0.05	-1.19075	-0.6525	1.50425	-0.3735	-0.9305	-0.559	0.096	-0.3105	0.154	2.521	-0.29	2.41375	-0.8665	-0.29825	0.64325	-0.2705	4.19875	0.46775	-0.38275	-0.76725	-0.52225	-1.01125	-0.6145	-0.70775	-0.40325	-0.867	-0.97425	-0.51925	-0.386	4.1995	0.27225	3.3155	2.721	3.422	0.1975	0.5925	-0.23675	-0.73025	-0.29525	0.0615	-0.09475	1.60625	-0.02875	-0.5475	-0.54675	-0.7465	-0.16725	0.431	-0.60975	0.08475
HIST1H1B	0.4535	0.26375	1.2985	1.018	-0.05225	-0.25875	0.4215	-0.96425	1.376	0.38475	1.13	-1.083	-1.495	-2.51933	-1.1205	-0.45825	-2.049	-2.7275	-0.26125	0.10525	0.3445	-0.346	-2.51175	-3.89825	-1.94	-0.48125	-1.59175	-0.78775	1.1835	0.727	-1.7415	0.80775	0.7975	1.095	1.50875	0.9255	0.82325	0.6385	0.98175	2.2305	0.919	1.98675	-2.035	0.43025	-0.08225	3.39925	0.64725	0.576	-0.58025	0.85	1.872	-0.47275	-1.157	-0.40125
HIST1H1C	-0.960667	-2.85	-2.47233	-3.0565	-2.81433	-2.03733	-0.671333	-2.2605	-2.94383	-3.58	-2.29	-3.806	-3.07417	2.453	-0.98	-1.51983	-0.886167	-2.36433	0.215	-1.40433	-1.698	-2.9385	-2.78783	-2.41033	-2.755	-3.6075	-2.4	-2.45317	-0.281667	-2.60783	-0.948	-3.54483	-1.43833	-4.30567	-2.0125	-4.38733	-0.715	-2.843	-1.56133	-1.255	-1.6555	-1.99583	-0.3855	-2.326	-2.32533	-1.284	-2.19933	-0.698667	-4.08533	-1.15867	-0.0685	-3.28433	-1.12667	-1.24433
HIST1H1D	-1.10767	0.505333	2.06567	0.411667	-0.293333	-0.0723333	-0.409167	-1.01417	-0.135333	-0.223833	0.932667	-2.29867	-0.6045	1.142	-0.519333	-0.241667	-0.0575	-0.0665	0.353833	1.1155	0.176833	-0.985167	-2.271	-2.24417	-1.20417	-1.06183	-1.251	-0.0121667	1.32433	-0.550167	-0.927	0.0803333	0.576833	0.0395	1.05867	-0.55	0.121167	-0.112667	-0.4935	1.739	0.424333	0.0315	-0.144833	0.4215	0.148833	3.02017	0.244667	0.118667	-1.20083	-0.0926667	1.7255	-0.963333	-0.0776667	-0.0451667
HIST1H1E	-0.51175	-1.42975	-0.28775	-1.109	-1.05325	-0.69125	-0.51625	-1.0235	-1.83925	-1.7485	-0.22975	-2.34825	-1.2565	2.24725	-0.124	0.376	-0.50525	-1.03075	0.38675	-0.4925	-0.31725	-0.96475	-1.622	-1.2405	-1.479	-1.8375	-0.729333	-1.4465	-0.19525	-0.75625	-0.1	-0.7195	-0.68075	-1.5485	-0.1545	-1.198	-0.25525	-0.7335	0.213	0.55175	-0.636	-0.56075	0.081	-0.44625	-0.44025	0.9235	-0.4205	0.488	-2.62	0.5195	0.272	-1.5295	-0.33325	-0.3815
HIST1H1T	0.103	-1.083	0.924	-0.0135	-1.4055	-0.529	0.189	0.611	0.1865	-0.043	0.003	-0.8975	0.979	1.0315	0.484	0.5115	1.3215	1.34	-1.0245	-0.1245	-0.714	0.5215	-0.38	1.0535	-0.5395	0.2245	-0.671	0.18	1.1325	-0.9165	-0.51	0.1715	-0.2765	0.2805	-0.3215	-0.608	0.8045	0.4755	0.043	-0.263	0.1855	0.169	0.4845	-0.0575	-0.184	-0.22	0.291	0.347	-0.032	-1.952	0.241	3.2315	-0.702	0.6695
HIST1H2AB	0.086	-0.740167	0.592333	-0.405667	0.176667	-0.26	0.2	0.2595	-1.05083	-1.129	-0.000666667	-0.371833	0.3695	1.39483	1.06333	2.18817	0.7685	-0.101833	0.545333	0.072	0.275667	0.172333	-0.361833	-0.106833	-0.585	-0.451667	-0.300667	-0.784167	-0.476333	0.5035	0.347	0.462667	-0.433667	-0.381167	0.308833	-0.657833	-0.2115	-0.0395	0.2595	0.761	0.206833	0.0618333	-0.0588333	0.0181667	-0.275833	0.960833	-0.4085	0.955	-1.45567	1.29867	0.0025	-0.113167	-0.158333	-0.8535
HIST1H2AC	0.53325	-0.522	-1.13325	-0.568375	0.31775	0.269375	1.18	0.182125	-0.43725	-1.14762	-0.7175	-0.30775	-0.124125	1.27325	0.306286	0.8685	0.757	-0.397125	1.14888	-0.05975	0.4	-0.0605	0.006	0.62475	1.0545	0.08425	0.42425	-0.399875	0.233625	0.83825	0.8995	-0.069125	0.135625	-0.62575	-0.493125	-1.23362	0.897125	0.10525	0.339375	0.066125	0.129375	0.08425	0.663375	0.3085	0.05875	0.720125	0.31175	1.20388	-1.404	1.47375	-0.086875	-0.5295	1.13175	0.132375
HIST1H2AD	-0.024	-1.41225	-0.3705	-0.9675	-0.14975	-0.5295	0.4265	0.194	-1.84025	-2.341	-0.8455	-1.372	-0.98325	2.4965	0.5145	1.79825	0.51275	-0.74775	0.3915	-0.54275	-0.23675	-0.07225	-0.9875	-0.6185	-0.339	-0.41525	0.131	-1.3685	-0.14325	0.19	0.802	0.50225	-0.66475	-1.42375	-0.3955	-1.26275	0.287	-0.0135	0.62725	0.69275	-0.59875	-0.3235	0.51425	0.1975	-0.38175	0.335	0.0255	1.7085	-1.64175	1.66875	-0.29075	-0.82575	0.30675	-0.092
HIST1H2AE	0.2565	-1.1065	-0.2045	-0.69025	-0.18675	-0.2015	-1.053	0.07375	-2.485	-1.253	0.10175	-1.1605	-0.27175	1.8045	1.049	1.58725	0.70475	-2.0245	0.64075	0.15325	0.74325	0.1425	-0.63975	-2.12425	-0.0565	-0.73575	-1.77275	-1.19	-0.54025	0.5645	0.9465	0.278	-0.46125	-0.674	-0.45	-1.28575	-0.27625	0.28025	0.72575	0.70075	0.268	-0.1235	-0.0355	0.288	0.09275	0.31875	-0.6005	0.86425	-2.87125	2.05225	0.5995	-1.56775	0.5745	0.3985
HIST1H2AG	-0.3339	-1.1948	0.074625	-1.0091	-0.2156	-1.3502	-0.323444	-0.700889	-2.3014	-0.9556	-1.3579	-0.579778	-1.0763	0.716	0.1313	0.5103	-0.5162	-1.0592	-0.2068	-0.7335	-0.8373	-1.0432	-0.4945	-1.49156	-0.5989	-0.7528	-1.3021	-1.4168	-0.6562	-0.6311	-0.5942	-0.5259	-0.2341	-0.8899	0.2344	-1.912	-0.948	-0.5884	-0.1846	-0.1074	-0.2547	-0.2034	-0.7087	-0.3199	-0.8619	0.0408	-0.9992	0.0594	-1.6625	0.335	-0.6052	-0.321556	-0.8681	-0.5253
HIST1H2AH	-0.365333	-0.568667	0.4125	-0.439	0.259667	-0.614333	0.0828333	0.0696667	-2.03267	-1.45733	0.045	-0.794667	-0.599833	2.0015	0.868167	1.61433	0.167167	-0.970833	0.2175	-0.387	-0.187333	-0.158333	-0.142833	-1.18233	-0.121333	-0.356833	-0.829167	-1.258	0.105	0.116167	-0.0181667	0.409333	-0.327167	-0.710667	0.326833	-1.03767	-0.0946667	0.114333	0.381667	1.35317	-0.0796667	0.0201667	0.275333	0.530833	-0.242333	0.589	-0.296833	1.1	-1.26917	1.2945	-4.62593e-18	-0.1405	-0.6425	-0.371667
HIST1H2AI	0.1015	-0.69425	0.503	-0.18175	0.5535	-0.52225	0.37875	-0.86725	-1.17525	-0.68975	0.0695	-1.4925	-0.85675	0.8035	-1.756	0.1315	-0.24825	-1.0245	0.12425	-0.53575	-0.58325	-1.016	-1.1335	-1.9865	-1.11675	-0.562	-1.77075	-0.811	0.069	-0.0415	-0.8045	-0.31825	-0.09675	-0.4605	0.27725	-0.57425	-0.38825	-0.31375	0.374	0.79675	-0.073	0.64025	-0.3265	0.08825	-0.529	1.42975	-0.5215	0.30825	-1.37425	0.6805	-0.0175	-0.47575	-0.7485	-0.626
HIST1H2AJ	-1.335	0.0085	0.822	-0.007	0.526	-0.8475	0.1325	-0.043	-1.6705	-0.7255	0.289	0.109	-0.162	0.4565	1.195	0.93	-0.7825	-1.8245	0.542	-0.112	-0.269	-0.429	0.852	-1.838	0.5145	-0.037	-2.3805	-1.418	0.5395	0.0475	-1.892	-0.063	0.034	-0.6365	0.601	-1.5805	-0.7205	0.0435	-0.5615	0.692	0.373	-0.1395	-0.158	0.342	-0.5725	0.72	-1.472	-0.766	-0.8985	0.4225	-0.381	0.399	-2.3635	-1.5565
HIST1H2AK	-0.178	-0.4335	0.468333	-0.54925	-0.065625	-0.591714	-0.159625	-0.121375	-1.83337	-0.914375	0.1565	-0.286	-0.389125	0.815625	0.7	1.13088	0.058375	-1.26625	0.025625	-0.54375	-0.655375	-0.14275	-0.5335	-1.07313	-0.204625	-0.149	-0.702625	-1.05888	-0.438375	-0.190625	-0.119	0.252167	-0.436125	-0.418125	0.01325	-1.2025	-0.613625	-0.059375	-0.082125	0.500125	-0.07475	-0.058125	0.121125	0.130875	-0.448875	0.4675	-0.403	0.6325	-1.132	1.14575	-0.209625	0.347	-0.72925	-0.487375
HIST1H2AM	0.348625	-0.6145	0.148875	-0.099	0.415	0.107375	0.34375	-0.050875	-2.68063	-1.09987	0.08	-1.32337	-1.24887	1.75913	0.897875	1.45575	-0.25275	-0.8075	0.435875	-0.35525	-0.03575	-0.41	-1.00588	-0.5555	-0.5295	-0.751	-0.1655	-0.9555	-0.015	0.074	0.3625	-0.312	-0.09275	-0.728	0.0145	-0.885375	-0.087625	-0.341875	0.292125	1.26087	-0.0735	0.157	0.903625	0.39525	0.3725	0.7245	0.288375	1.02775	-2.2025	1.24238	0.44025	-1.07425	-0.20275	0.551875
HIST1H2BA	-0.163	1.79967	0.87	0.864	1.091	0.261	2.35875	1.1525	-1.369	0.817333	3.343	0.1225	0.128	2.83833	0.962667	0.12	-0.891	0.948	-1.06167	0.84275	-0.6475	1.36933	1.21525	1.445	0.37325	0.455333	1.2435	0.719	0.098	0.22825	0.5195	0.590333	-0.58275	-0.09675	0.97475	0.769	1.12	0.46375	0.493667	0.628	0.52075	-0.41875	1.32725	0.45675	0.41825	0.444333	1.11775	0.32325	0.2095	0.61425	0.645	0.0906667	0.5605	0.50175
HIST1H2BB	-0.071	-1.4485	0.1465	-1.0075	-0.0215	-2.13	0.55575	-0.26	-1.30275	-1.894	-0.37175	-2.10575	-1.4875	1.40525	-0.75275	-0.1145	-0.5835	-1.458	0.428	-0.466	-0.9905	-0.8915	-1.3605	-1.6655	-0.85775	-1.21375	-1.891	-0.80675	-0.511	-0.3915	0.06375	-0.959	-0.15925	-1.46875	-0.58275	-0.85725	-0.29775	-0.9875	0.399	-0.146	-1.05625	-0.40325	-0.41275	-0.607	-0.12375	0.3555	-1.05475	0.34175	-2.5955	0.417	0.2235	-0.745	-0.233	-0.89725
HIST1H2BD	0.0173333	-0.876417	0.416667	-0.946167	0.0903333	-0.164833	0.787833	-0.0813333	-0.668917	-1.34383	0.045	-1.88567	-1.2915	0.4065	-0.304583	0.41675	-0.995083	-1.08967	0.556833	-0.3185	-0.33225	-0.329083	-1.19492	-0.401667	-0.0865833	-0.731583	-0.57275	-0.82975	0.01575	-0.011	0.782917	-0.4265	0.338083	-1.11192	0.295667	-0.462417	0.42275	-0.0930833	-0.131583	0.514333	-0.528417	0.341583	0.415083	0.0116667	0.43875	1.19675	0.129333	0.604667	-1.85192	0.92	0.289583	-1.28733	-0.201417	0.224167
HIST1H2BE	-0.30725	-1.516	-0.01725	-1.268	-0.05575	-1.3185	0.7125	-0.14025	-1.30075	-1.93225	-0.421	-2.03125	-1.09225	1.80225	-0.1975	0.30725	-0.448	-1.18625	0.70475	-0.08575	-0.886	-0.61	-1.11125	-1.2455	-0.57225	-1.2065	-1.98075	-0.91	-0.8315	-0.50275	0.269	-0.7715	-0.36575	-1.64375	-0.305	-0.9145	-0.143	-1.08	0.216	0.04025	-0.9945	-0.409	-0.05275	-0.50875	-0.068	0.16525	-0.8295	0.415	-2.48975	0.3365	0.018	-0.311	-0.122	-0.747
